Address,City,Council District,County,Date evaluated,Demo Needed,Formatted Address,Inventory Type,Location 1,Market Value,Market Value Year,Neighborhood,Number of Bedrooms,Number of Full Baths,Parcel Number,Postal Code,Potential Use,Property Class,Property Condition,Property Status,School District,Sold Date,Square Footage,State,Structure Square Footage,Zoned As,blockgroup_id,lat,lng,nbh_id,nbh_name,police_division,police_division_id
3430 WABASH AVE,KANSAS CITY,3rd,Jackson,10/13/2014,N,"3430 Wabash Ave, Kansas City, MO 64109, USA",Land Bank,"3430 WABASH AVE
KANSAS CITY, MO 64109
(39.063397, -94.554323)",24604.0,2018.0,Key Coalition,,1.0,JA29740312600000000,64109,Affordable Housing,Residential Improved,Structure - fair condition,Disposed,KANSAS CITY MISSOURI 110,08/06/2019,4961.340139,MO,,R-1.5,290950054001,39.0633394,-94.55463549999999,56,Key Coalition,Central,1
4334 ASKEW AVE,KANSAS CITY,3rd,Jackson,,N,"4334 Askew Ave, Kansas City, MO 64130, USA",Land Bank,"4334 ASKEW AVE
KANSAS CITY, MO 64130
(39.046638, -94.542511)",11163.0,2019.0,Oak Park Southeast,,1.0,JA31410072600000000,64130,Affordable Housing,Residential Improved,Structure - fair condition,Acquired,KANSAS CITY MISSOURI 110,,11063.089722,MO,,R-2.5,290950060002,39.0465558,-94.5430428,60,Oak Park Southeast,East,3
4403 E 39TH ST,Kansas City,3rd,Jackson,,N,"4403 E 39th St, Kansas City, MO 64128, USA",KCMHA,"4403 E 39TH ST
Kansas City, MO 64130.0
(39.054748, -94.532597)",14659.0,,Vineyard,,,31-230-05-06-00-0-00-000,64128,Affordable Housing,Residential Improved,Structure - severely distressed,Disposed,KANSAS CITY MISSOURI 110,06/17/2016,5011.400799,MO,,R-2.5,290950171004,39.054508,-94.53256499999999,49,Vineyard,East,3
7221 WALROND AVE,KANSAS CITY,5TH,JACKSON,,N,"7221 Walrond Ave, Kansas City, MO 64132, USA",LAND BANK,"7221 WALROND AVE
KANSAS CITY, MO 64125
(38.995103, -94.55006)",13591.0,2019.0,Noble And Gregory Ridge,,1.0,46-430-15-07-00-0-00-000,64132,,Residential Improved,Structure - fair condition,Disposed,KANSAS CITY MISSOURI 110,08/27/2019,11330.55,MO,,R-5,290950089002,38.9951303,-94.5495287,126,Noble And Gregory Ridge,Metro,2
8001  FLORA AVE,Kansas City,5th,Jackson,07/23/2014,Y,"8001 Flora Ave, Kansas City, MO 64131, USA",Land Bank,"8001  FLORA AVE
Kansas City, MO 64131
(38.982774, -94.570384)",34500.0,2014.0,Marlborough Heights/Marlborough Pride,3.0,1.0,JA47730120200000000,64131,Affordable Housing,Residential Improved,Structure - fair condition,Disposed,CENTER 120,11/18/2014,13243.866770999999,MO,1848.0,R-6,290950095003,38.98277969999999,-94.57007949999999,129,Marlborough Heights/Marlborough Pride,Metro,2
1416  DENVER AVE,Kansas City,3rd,Jackson,09/25/2014,N,"1416 Denver Ave, Kansas City, MO 64127, USA",Land Bank,"1416  DENVER AVE
Kansas City, MO 64127
(39.095176, -94.522188)",20752.0,2014.0,West Blue Valley,2.0,1.0,JA28240083400000000,64127,Affordable Housing,Residential Improved,Structure - fair condition,Disposed,KANSAS CITY MISSOURI 110,11/17/2014,7918.048125,MO,1160.0,R-2.5,290950022001,39.0951608,-94.5223814,33,West Blue Valley,East,3
4401 MERSINGTON AVE,Kansas City,3rd,Jackson,,N,"4401 Mersington Ave, Kansas City, MO 64130, USA",Land Bank,"4401 MERSINGTON AVE
Kansas City, MO 64130
(39.045761, -94.539109)",27707.0,2015.0,Vineyard Northwest,,1.0,JA31410140200000000,64130,,Residential Improved,Structure - severely distressed,Disposed,KANSAS CITY MISSOURI 110,10/04/2018,6662.177917,MO,,R-2.5,290950060001,39.045763,-94.5388736,48,Vineyard Northwest,East,3
4929 Montgall Ave.,KANSAS CITY,3rd,JACKSON,,N,"4929 Montgall Ave, Kansas City, MO 64130, USA",Land Bank,"4929 Montgall Ave.
KANSAS CITY, MO 64130.0
(39.036013, -94.553174)",9050.0,2019.0,North Town Fork Creek,,,JA31430123900000000,64130,,RESIDENTIAL VACANT,Awaiting evaluation,Disposed,KANSAS CITY MISSOURI 110,10/23/2020,9927.26,MO,,R-2.5,290950077001,39.036094,-94.55300199999999,118,North Town Fork Creek,Metro,2
3431 Benton Blvd,Kansas City,3rd,Jackson,03/31/2015,N,"3431 Benton Blvd, Kansas City, MO 64128, USA",Land Bank,"3431 Benton Blvd
Kansas City, MO 64128
(39.063174, -94.546271)",27440.0,2012.0,Oak Park Northwest,3.0,1.0,JA28930261000000000,64128,Affordable Housing,Residential Improved,Structure - fair condition,Disposed,Kansas City Missouri 110,03/29/2018,4969.772188,MO,1809.0,R-2.5,290950056012,39.0631803,-94.5459432,58,Oak Park Northwest,East,3
3801 E 39TH ST,Kansas City,3rd,Jackson,,N,"3801 E 39th St, Kansas City, MO 64130, USA",Land Bank,"3801 E 39TH ST
Kansas City, MO 64130
(39.054969, -94.539572)",31358.0,2014.0,Vineyard Northwest,,,JA31340040700000000,64130,"Affordable Housing, Commercial Use",Commercial Improved,Structure - fair condition,Disposed,KANSAS CITY MISSOURI 110,10/14/2015,4736.849826,MO,,B1-1,290950060001,39.0547737,-94.5396188,48,Vineyard Northwest,East,3
4828 E 8TH ST,KANSAS CITY,3rd,JACKSON,,N,"4828 E 8th St, Kansas City, MO 64124, USA",Land Bank,"4828 E 8TH ST
KANSAS CITY, MO 64124
(39.10257, -94.524252)",1480.0,2015.0,Lykins,,,JA28220143200000000,64124,,Residential Vacant,Awaiting evaluation,Disposed,KANSAS CITY MISSOURI 110,01/24/2017,5453.976076,MO,,R-2.5,290950019001,39.102851,-94.524346,17,Lykins,East,3
2643 MONTGALL AVE,Kansas City,3rd,Jackson,,Y,"2643 Montgall Ave, Kansas City, MO 64127, USA",Land Bank,"2643 MONTGALL AVE
Kansas City, MO 64127
(39.077315, -94.551302)",23721.0,2019.0,Washington Wheatley,,2.0,JA28430411800000000,64127,,Residential Improved,Structure - fair condition,Evaluation in Process,KANSAS CITY MISSOURI 110,,6628.3251740000005,MO,,R-2.5,290950037001,39.0773766,-94.55112009999999,28,Washington Wheatley,East,3
1133 FULLER AVE,KANSAS CITY,4th,Jackson,06/24/2014,Y,"1133 Fuller Ave, Kansas City, MO 64126, USA",Land Bank,"1133 FULLER AVE
KANSAS CITY, MO 64126
(39.097851, -94.506526)",33668.0,2012.0,Sheffield,2.0,1.0,JA28120361900000000,64126,Affordable Housing,Residential Improved,Structure - fair condition,Disposed,KANSAS CITY MISSOURI 110,02/27/2017,24025.203889,MO,1278.0,Multiple-Refer to City Map,290950020002,39.0979754,-94.5062767,21,Sheffield,East,3
2826 PARK AVE,KANSAS CITY,3rd,Jackson,,N,"2826 Park Ave, Kansas City, MO 64109, USA",Land Bank,"2826 PARK AVE
KANSAS CITY, MO 64109
(39.074334, -94.55608)",25928.0,2012.0,Key Coalition,,1.0,JA29710072600000000,64109,Affordable Housing,Residential Improved,Structure - fair condition,Disposed,KANSAS CITY MISSOURI 110,10/03/2016,4185.586528,MO,,R-1.5,290950166002,39.0743914,-94.5563378,56,Key Coalition,Central,1
8809 E 8th St,Kansas City,4th,Jackson,,N,"8809 E 8 St, Kansas City, MO 64125, USA",Land Bank,"8809 E 8th St
Kansas City, MO 64125
(39.10059, -94.478586)",3200.0,2019.0,North Blue Ridge,,,JA27310070500000000,64125,,Residential Vacant,Awaiting evaluation,Acquired,Kansas City Missouri 110,,4285.96503472,MO,,R-2.5,290950155001,39.100413,-94.47863699999999,22,North Blue Ridge,East,3
5312 Rinker Rd,Kansas City,3rd,Jackson,12/31/2013,Y,"5312 Rinker Rd, Kansas City, MO 64129, USA",Land Bank,"5312 Rinker Rd
Kansas City, MO 64129
(39.026617, -94.48838)",24930.0,2012.0,Eastwood Hills East,3.0,1.0,JA32910044200000000,64129,"Affordable Housing, Infill construction",Residential Improved,Structure - severely distressed,Disposed,Raytown 150,07/13/2016,24847.190103999998,MO,480.0,R-7.5,290950105002,39.0266261,-94.4888086,43,Eastwood Hills East,Metro,2
2112 Park Ave,KANSAS CITY,3rd,JACKSON,,N,"2112 Park Ave, Kansas City, MO 64127, USA",Land Bank,"2112 Park Ave
KANSAS CITY, MO 64127.0
(39.086141, -94.555519)",1235.0,2016.0,Wendell Phillips,,,JA29610301800000000,64127,"Assemblage, Infill construction",RESIDENTIAL VACANT,Awaiting evaluation,Disposed,KANSAS CITY MISSOURI 110,05/16/2018,6322.19,MO,,R-1.5,290950161002,39.0861387,-94.5558018,27,Wendell Phillips,Central,1
4111 MONTGALL AVE,KANSAS CITY,3rd,Jackson,04/18/2014,N,"4111 Montgall Ave, Kansas City, MO 64130, USA",Land Bank,"4111 MONTGALL AVE
KANSAS CITY, MO 64130
(39.051387, -94.552646)",43311.0,2012.0,Oak Park Southwest,3.0,1.0,JA31330210500000000,64130,Affordable Housing,Residential Improved,Structure - fair condition,Disposed,KANSAS CITY MISSOURI 110,03/26/2018,4676.491979,MO,1742.0,R-2.5,290950061001,39.0513535,-94.55234899999999,59,Oak Park Southwest,East,3
5128 College Ave,KANSAS CITY,5th,JACKSON,,N,"5128 College Ave, Kansas City, MO 64130, USA",Land Bank,"5128 College Ave
KANSAS CITY, MO 64130.0
(39.032512, -94.546726)",32595.0,2019.0,North Town Fork Creek,,1.0,JA31920022100000000,64130,,RESIDENTIAL IMPROVED,Structure - severely distressed,Evaluation in Process,KANSAS CITY MISSOURI 110,,16359.3,MO,,R-2.5,290950077002,39.0325054,-94.5469907,118,North Town Fork Creek,Metro,2
5104  WABASH AVE,Kansas City,5th,Jackson,01/07/2015,N,"5104 Wabash Ave, Kansas City, MO 64130, USA",Land Bank,"5104  WABASH AVE
Kansas City, MO 64130
(39.033599, -94.555907)",25739.0,2014.0,Blue Hills,2.0,1.0,JA30710023400000000,64130,Affordable Housing,Residential Improved,Structure - good condition,Disposed,KANSAS CITY MISSOURI 110,09/18/2015,5082.089722,MO,1041.0,R-6,290950076002,39.0335685,-94.55621699999999,119,Blue Hills,Metro,2
2314 CHELSEA AVE,KANSAS CITY,3rd,JACKSON,,N,"2314 Chelsea Ave, Kansas City, MO 64127, USA",Land Bank,"2314 CHELSEA AVE
KANSAS CITY, MO 64127
(39.082851, -94.526615)",19514.0,2015.0,East Community Team South,,1.0,JA28530032300000000,64127,,Residential Improved,Structure - fair condition,Disposed,KANSAS CITY MISSOURI 110,08/26/2019,4279.955069,MO,,R-2.5,290950034003,39.0830519,-94.52681109999999,30,East Community Team South,East,3
4236 MONROE AVE,KANSAS CITY,3rd,JACKSON,,N,"4236 Monroe Ave, Kansas City, MO 64130, USA",Land Bank,"4236 MONROE AVE
KANSAS CITY, MO 64130
(39.048294, -94.541422)",3400.0,2019.0,Oak Park Southeast,,,JA31340211000000000,64130,,Residential Vacant,Awaiting evaluation,Acquired,KANSAS CITY MISSOURI 110,,3159.21913194,MO,,R-2.5,290950060002,39.04828,-94.541777,60,Oak Park Southeast,East,3
2408 E 51ST ST,Kansas City,3rd,Jackson,,N,"2408 E 51st St, Kansas City, MO 64130, USA",KCMHA,"2408 E 51ST ST
Kansas City, MO 64130.0
(39.033872, -94.556631)",21280.0,,Blue Hills,1.0,1.0,30-640-33-17-00-0-00-000,64130,Affordable Housing,Residential Improved,Structure - fair condition,Disposed,KANSAS CITY MISSOURI 110,01/05/2015,5730.4460420000005,MO,783.0,R-6,290950076001,39.0340013,-94.55657959999999,119,Blue Hills,Metro,2
3434 BENTON BLVD,KANSAS CITY,3rd,Jackson,,N,"3434 Benton Blvd, Kansas City, MO 64128, USA",Land Bank,"3434 BENTON BLVD
KANSAS CITY, MO 64128
(39.062826, -94.546284)",67804.0,2012.0,Oak Park Northwest,,,JA28930272100000000,64128,,Residential Improved,Structure - fair condition,Disposed,KANSAS CITY MISSOURI 110,06/19/2014,6805.410069,MO,,R-2.5,290950056012,39.0629068,-94.5467087,58,Oak Park Northwest,East,3
3700 CHESTNUT AVE,KANSAS CITY,3rd,Jackson,04/08/2015,N,"3700 Chestnut Ave, Kansas City, MO 64128, USA",Land Bank,"3700 CHESTNUT AVE
KANSAS CITY, MO 64128
(39.058827, -94.551111)",19999.0,2012.0,Oak Park Northwest,4.0,2.0,JA31320190100000000,64128,Affordable Housing,Residential Improved,Structure - fair condition,Disposed,KANSAS CITY MISSOURI 110,06/13/2019,6048.703646,MO,1464.0,R-2.5,290950056022,39.0588359,-94.55137189999999,58,Oak Park Northwest,East,3
7941 MONTGALL AVE,Kansas City,5th,Jackson,,N,"7941 Montgall Ave, Kansas City, MO 64132, USA",Land Bank,"7941 MONTGALL AVE
Kansas City, MO 64132.0
(38.982216, -94.55653)",42251.0,2015.0,Marlborough East,2.0,1.0,JA46930071102000000,64132,Affordable Housing,Residential Improved,Structure - fair condition,Disposed,CENTER 120,02/24/2017,11575.088945,MO,2303.0,R-6,290950096001,38.9821861,-94.55622380000001,130,Marlborough East,Metro,2
2004 Benton Blvd.,Kansas City,3rd,Jackson,,N,"2004 Benton Blvd, Kansas City, MO 64127, USA",KCMHA,"2004 Benton Blvd.
Kansas City, MO 64127.0
(39.087763, -94.549655)",83734.33,,Washington Wheatley,,,28-420-20-59-00-0-00-000,64127,,Residential Improved,Structure - good condition,Disposed,KANSAS CITY MISSOURI 110,10/02/2013,9429.903021,MO,,R-1.5,290950160002,39.0877963,-94.5499719,28,Washington Wheatley,East,3
5633 EUCLID AVE,Kansas City,5th,Jackson,12/31/2014,N,"5633 Euclid Ave, Kansas City, MO 64130, USA",Land Bank,"5633 EUCLID AVE
Kansas City, MO 64130
(39.023794, -94.562313)",14772.0,2014.0,Blue Hills,2.0,1.0,JA30740111100000000,64130,,Residential Improved,Structure - fair condition,Disposed,KANSAS CITY MISSOURI 110,05/23/2019,,MO,826.0,R-6,290950080001,39.0237932,-94.5619792,119,Blue Hills,Metro,2
5610 E 36TH TER,Kansas City,3rd,Jackson,03/04/2015,N,"5610 E 36th Terrace, Kansas City, MO 64128, USA",Land Bank,"5610 E 36TH TER
Kansas City, MO 64128
(39.059022, -94.517957)",6330.0,2014.0,Dunbar,2.0,1.0,JA31210091100000000,64128,Affordable Housing,Residential Improved,Structure - fair condition,Disposed,KANSAS CITY MISSOURI 110,07/30/2015,5817.013958,MO,704.0,R-2.5,290950058013,39.0591055,-94.5179924,66,Dunbar,East,3
2316 Lawndale Ave,Kansas City,3rd,Jackson,03/31/2014,N,"2316 Lawndale Ave, Kansas City, MO 64127, USA",Land Bank,"2316 Lawndale Ave
Kansas City, MO 64127
(39.082233, -94.516493)",13452.0,2012.0,South Blue Valley,,1.0,JA28540022100000000,64127,Affordable Housing,Residential Improved,Structure - severely distressed,Disposed,Kansas City Missouri 110,07/20/2016,9589.337534999999,MO,,R-2.5,290950034001,39.0822638,-94.51674419999999,31,South Blue Valley,East,3
3318 GARFIELD AVE,KANSAS CITY,3rd,Jackson,08/14/2014,N,"3318 Garfield Ave, Kansas City, MO 64109, USA",Land Bank,"3318 GARFIELD AVE
KANSAS CITY, MO 64109
(39.065652, -94.558848)",25502.0,2012.0,Key Coalition,3.0,2.0,JA29740222900000000,64109,Affordable Housing,Residential Improved,Structure - fair condition,Disposed,KANSAS CITY MISSOURI 110,10/07/2015,4454.363646,MO,1744.0,R-2.5,290950054001,39.0657555,-94.5590778,56,Key Coalition,Central,1
5421 E 28TH ST,KANSAS CITY,3rd,Jackson,10/01/2014,N,"5421 E 28th St, Kansas City, MO 64128, USA",Land Bank,"5421 E 28TH ST
KANSAS CITY, MO 64128
(39.074576, -94.519417)",13873.0,2019.0,South Blue Valley,2.0,1.0,JA28810131000000000,64128,Affordable Housing,Residential Improved,Structure - fair condition,Acquired,KANSAS CITY MISSOURI 110,,3886.95375,MO,680.0,R-2.5,290950164002,39.0744435,-94.51944200000001,31,South Blue Valley,East,3
4024 Bellefontaine Ave,Kansas City,3rd,Jackson,05/09/2014,N,"4024 Bellefontaine Ave, Kansas City, MO 64130, USA",Land Bank,"4024 Bellefontaine Ave
Kansas City, MO 64130
(39.052527, -94.54804)",24812.0,2019.0,Oak Park Southwest,3.0,1.0,JA31330132600000000,64130,Affordable Housing,Residential Improved,Structure - fair condition,Acquired,Kansas City Missouri 110,,4444.8719439999995,MO,1092.0,R-2.5,290950061001,39.0525561,-94.5483302,59,Oak Park Southwest,East,3
5904 Cypress Pl.,KANSAS CITY,5th,JACKSON,,N,"5904 Cypress Pl, Kansas City, MO 64130, USA",Land Bank,"5904 Cypress Pl.
KANSAS CITY, MO 64130.0
(39.018217, -94.533644)",5300.0,2019.0,Swope Parkway-Elmwood,,,JA46220062500000000,64130,,RESIDENTIAL VACANT,Awaiting evaluation,ACQUIRED,KANSAS CITY MISSOURI 110,,3626.46,MO,,R-2.5,290950078021,39.018225,-94.5338529,116,Swope Parkway-Elmwood,Metro,2
4812 E 45th St,Kansas City,3rd,Jackson,01/13/2014,Y,"4812 E 45th St, Kansas City, MO 64130, USA",Land Bank,"4812 E 45th St
Kansas City, MO 64130
(39.043703, -94.528294)",9484.0,2012.0,Vineyard,2.0,1.0,JA31520151700000000,64130,Affordable Housing,Residential Improved,Structure - fair condition,Disposed,Kansas City Missouri 110,01/05/2016,7603.934306,MO,1320.0,R-2.5,290950171004,39.0439181,-94.5283011,49,Vineyard,East,3
2612 INDIANA AVE,KANSAS CITY,3rd,Jackson,05/22/2014,N,"2612 Indiana Ave, Kansas City, MO 64127, USA",Land Bank,"2612 INDIANA AVE
KANSAS CITY, MO 64127
(39.078148, -94.543215)",16868.0,2012.0,Washington Wheatley,2.0,1.0,JA28430343600000000,64127,Affordable Housing,Residential Improved,Structure - fair condition,Disposed,KANSAS CITY MISSOURI 110,03/26/2018,4552.7060759999995,MO,1024.0,B3-2,290950037001,39.0780579,-94.5435262,28,Washington Wheatley,East,3
5002 Chestnut,KANSAS CITY,3rd,JACKSON,,N,"Kansas City, MO, USA",Land Bank,"5002 Chestnut
KANSAS CITY, MO 64130.0
(39.035215, -94.552348)",6550.0,2019.0,North Town Fork Creek,,,JA31430253300000000,64128,,RESIDENTIAL VACANT,Awaiting evaluation,ACQUIRED,KANSAS CITY MISSOURI 110,,6126.07,MO,,R-2.5,290950159001,39.0997265,-94.5785667,4,CBD Downtown,Central,1
8351 Indiana,KANSAS CITY,5th,JACKSON,,N,"8351 Indiana Ave, Kansas City, MO 64132, USA",Land Bank,"8351 Indiana
KANSAS CITY, MO 64132.0
(38.974668, -94.548724)",9095.0,2016.0,Marlborough East,,,JA49310140300000000,64132,Public Purpose,INDUSTRIAL VACANT,Awaiting evaluation,Disposed,CENTER 120,07/11/2017,71209.43,MO,,Multiple-Refer to City Map,290950096001,38.9746669,-94.5483586,130,Marlborough East,Metro,2
2448 Lawn Ave,Kansas City,3rd,Jackson,06/26/2014,N,"2448 Lawn Ave, Kansas City, MO 64127, USA",Land Bank,"2448 Lawn Ave
Kansas City, MO 64127
(39.080463, -94.528684)",17335.0,2012.0,East Community Team South,2.0,2.0,JA28530141700000000,64127,Affordable Housing,Residential Improved,Structure - fair condition,Disposed,Kansas City Missouri 110,07/06/2015,6146.137361,MO,1212.0,R-2.5,290950034004,39.0804515,-94.52894549999999,30,East Community Team South,East,3
3514 E 25TH ST,KANSAS CITY,3rd,Jackson,09/18/2014,N,"3514 E 25th St, Kansas City, MO 64127, USA",Land Bank,"3514 E 25TH ST
KANSAS CITY, MO 64127
(39.080351, -94.541089)",16679.0,2012.0,Washington Wheatley,,1.0,JA28440181800000000,64127,Affordable Housing,Residential Improved,Structure - fair condition,Disposed,KANSAS CITY MISSOURI 110,12/12/2016,3292.857951,MO,,R-2.5,290950165003,39.0805478,-94.54110920000001,28,Washington Wheatley,East,3
2226 LAWN AVE,Kansas City,3rd,Jackson,,N,"2226 Lawn Ave, Kansas City, MO 64130, USA",Land Bank,"2226 LAWN AVE
Kansas City, MO 64128
(39.084367, -94.528503)",24151.0,2015.0,East Community Team North,,1.0,JA28520412200000000,64130,,Residential Improved,Structure - fair condition,Disposed,KANSAS CITY MISSOURI 110,06/28/2018,3702.770625,MO,,R-2.5,290950171001,39.0554707,-94.52819819999999,64,Knoches Park,East,3
2423 Montgall Ave,Kansas City,3rd,Jackson,,Y,"2423 Montgall Ave, Kansas City, MO 64127, USA",Land Bank,"2423 Montgall Ave
Kansas City, MO 64127
(39.08221, -94.551066)",11268.0,2012.0,Washington Wheatley,,,JA28430101400000000,64127,Affordable Housing,Residential Improved,Structure - severely distressed,Disposed,Kansas City Missouri 110,10/30/2017,3314.9973609999997,MO,,R-2.5,290950037001,39.0822005,-94.55081799999999,28,Washington Wheatley,East,3
2745 Quincy Ave,Kansas City,3rd,Jackson,05/16/2014,N,"2745 Quincy Ave, Kansas City, MO 64128, USA",Land Bank,"2745 Quincy Ave
Kansas City, MO 64128
(39.074616, -94.524045)",18593.0,2012.0,East Community Team South,2.0,1.0,JA28810053200000000,64128,Affordable Housing,Residential Improved,Structure - fair condition,Disposed,Kansas City Missouri 110,10/19/2015,9537.496875,MO,675.0,R-2.5,290950164002,39.0745174,-94.5238311,30,East Community Team South,East,3
4941 CHESTNUT AVE,KANSAS CITY,3rd,Jackson,01/20/2014,N,"4941 Chestnut Ave, Kansas City, MO 64130, USA",Land Bank,"4941 CHESTNUT AVE
KANSAS CITY, MO 64130
(39.035803, -94.552317)",24238.0,2012.0,North Town Fork Creek,3.0,1.0,JA31430131800000000,64130,Affordable Housing,Residential Improved,Structure - fair condition,Disposed,KANSAS CITY MISSOURI 110,01/18/2018,4851.5125,MO,,R-2.5,290950077001,39.0358027,-94.5520669,118,North Town Fork Creek,Metro,2
6622 E 58th Ter,Kansas City,5th,Jackson,12/26/2013,N,"6622 E 58th Terrace, Kansas City, MO 64129, USA",Land Bank,"6622 E 58th Ter
Kansas City, MO 64129
(39.01846, -94.507227)",18680.0,2012.0,Brown Estates,3.0,2.0,JA31740052400000000,64129,,Residential Improved,Structure - fair condition,Disposed,Raytown 150,10/14/2015,16320.811563,MO,960.0,R-7.5,290950175002,39.0187493,-94.5073334,131,Brown Estates,Metro,2
5550 WABASH AVE,Kansas City,5th,Jackson,12/09/2015,N,"5550 Wabash Ave, Kansas City, MO 64130, USA",Land Bank,"5550 WABASH AVE
Kansas City, MO 64130
(39.024804, -94.556437)",12000.0,2015.0,Blue Hills,2.0,1.0,JA30740021800000000,64130,Affordable Housing,Residential Improved,Structure - fair condition,Disposed,KANSAS CITY MISSOURI 110,01/13/2016,2672.704097,MO,816.0,R-6,290950080002,39.0248851,-94.55664689999999,119,Blue Hills,Metro,2
6719 BALES AVE,KANSAS CITY,5th,Jackson,03/20/2014,N,"6719 Bales Ave, Kansas City, MO 64132, USA",Land Bank,"6719 BALES AVE
KANSAS CITY, MO 64132
(39.004471, -94.546096)",30318.0,2012.0,Self Help Neighborhood Council,3.0,2.0,JA46410051100000000,64132,Affordable Housing,Residential Improved,Structure - fair condition,Disposed,KANSAS CITY MISSOURI 110,05/12/2017,7161.424131999999,MO,1320.0,R-5,290950088005,39.0040558,-94.5458798,124,Self Help Neighborhood Council,Metro,2
3412  SPRUCE AVE,Kansas City,3rd,Jackson,01/30/2015,N,"3412 Spruce Ave, Kansas City, MO 64128, USA",Land Bank,"3412  SPRUCE AVE
Kansas City, MO 64128
(39.06314, -94.533578)",27114.0,2014.0,Knoches Park,2.0,1.0,JA28830232300000000,64128,Affordable Housing,Residential Improved,Structure - fair condition,Disposed,KANSAS CITY MISSOURI 110,10/08/2018,5463.085868,MO,1053.0,R-5,290950058012,39.0631655,-94.5337784,64,Knoches Park,East,3
3826 BROOKLYN AVE,Kansas City,3rd,Jackson,,N,"3826 Brooklyn Ave, Kansas City, MO 64109, USA",Land Bank,"3826 BROOKLYN AVE
Kansas City, MO 64129
(39.056375, -94.558054)",13954.0,2015.0,Ivanhoe Northeast,,,JA30110283400000000,64109,Affordable Housing,Residential Improved,Structure - fair condition,Disposed,KANSAS CITY MISSOURI 110,10/09/2015,4163.964028,MO,,R-2.5,290950055001,39.0564151,-94.5582417,55,Ivanhoe Northeast,Central,1
5717 E 40TH ST,KANSAS CITY,3rd,Jackson,01/27/2015,N,"5717 E 40th St, Kansas City, MO 64130, USA",Land Bank,"5717 E 40TH ST
KANSAS CITY, MO 64130
(39.052316, -94.517118)",23955.0,2012.0,Vineyard Estates,2.0,1.0,JA31240150100000000,64130,Affordable Housing,Residential Improved,Structure - fair condition,Disposed,KANSAS CITY MISSOURI 110,08/18/2017,7797.670104000001,MO,816.0,R-6,290950171003,39.0521113,-94.5172336,50,Vineyard Estates,East,3
3433 OLIVE ST,KANSAS CITY,3rd,Jackson,03/12/2015,N,"3433 Olive St, Kansas City, MO 64109, USA",Land Bank,"3433 OLIVE ST
KANSAS CITY, MO 64109
(39.063331, -94.555489)",24086.0,2012.0,Key Coalition,,1.0,JA29740311400000000,64109,Affordable Housing,Residential Improved,Structure - fair condition,Disposed,KANSAS CITY MISSOURI 110,09/29/2017,4426.370556,MO,,R-1.5,290950054001,39.0632631,-94.5552902,56,Key Coalition,Central,1
3438 WABASH AVE,Kansas City,3rd,Jackson,12/09/2015,N,"3438 Wabash Ave, Kansas City, MO 64109, USA",Land Bank,"3438 WABASH AVE
Kansas City, MO 64130
(39.063099, -94.554336)",27789.0,2015.0,Key Coalition,4.0,1.0,JA29740312300000000,64109,Affordable Housing,Residential Improved,Structure - fair condition,Disposed,KANSAS CITY MISSOURI 110,02/23/2017,4960.592118,MO,1884.0,R-1.5,290950054001,39.0630445,-94.5546456,56,Key Coalition,Central,1
5419 OAKLEY AVE,KANSAS CITY,5th,JACKSON,,N,"5419 Oakley Ave, Kansas City, MO 64130, USA",Land Bank,"5419 OAKLEY AVE
KANSAS CITY, MO 64130
(39.025842, -94.520282)",2266.0,2015.0,Brown Estates,,,JA31810150800000000,64130,Assemblage,Residential Vacant,Awaiting evaluation,Disposed,KANSAS CITY MISSOURI 110,07/12/2017,4833.079549,MO,,R-5,290950175001,39.025796,-94.51982699999999,131,Brown Estates,Metro,2
2646 Cypress Avenue,Kansas City,3rd,JACKSON,,N,"2646 Cypress Ave, Kansas City, MO 64127, USA",Land Bank,"2646 Cypress Avenue
Kansas City, MO 64127
(39.076649, -94.530939)",11723.0,2019.0,East Community Team South,,,JA28530262300000000,64127,Commercial Use,Commercial Improved,Structure - severely distressed,ACQUIRED,KANSAS CITY MISSOURI 110,,3652.35,MO,2000.0,B3-2,290950034004,39.0765092,-94.53112019999999,30,East Community Team South,East,3
402 Myrtle,KANSAS CITY,4th,JACKSON,,N,"402 Myrtle Ave, Kansas City, MO 64124, USA",Land Bank,,4050.0,2019.0,Scarritt Point,,,JA13940213701000000,64124,Assemblage,Residential Vacant,Awaiting evaluation,Disposed,KANSAS CITY MISSOURI 110,08/28/2018,6159.316944,MO,,R-2.5,290950008004,39.1090787,-94.5356082,18,Scarritt Point,East,3
922 JACKSON AVE,KANSAS CITY,3rd,JACKSON,,N,"922 Jackson Ave, Kansas City, MO 64127, USA",Land Bank,"922 JACKSON AVE
KANSAS CITY, MO 64127
(39.101215, -94.53311)",11950.0,2019.0,Lykins,,,JA28310214300000000,64127,,Residential Vacant,Awaiting evaluation,Acquired,KANSAS CITY MISSOURI 110,,107168.306875,MO,,R-2.5,290950019003,39.101253,-94.533512,17,Lykins,East,3
